Project_Name,File_Path,Function_method,Primary_Failure_Line,Affected_lines,Tool,Language,Total_File_LOC,Affected_LOC,tool_version,Code Snippet,Tests,Final Classification Category,
oscpy_4284,oscpy/parser.py,"format_bundle(data, timetag=None, encoding='', encoding_errors='strict')",359,360-366,Pynguin,Python,173,13,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_parser_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_parser.py,Object Creation Challange,
oscpy_4284,oscpy/parser.py,"read_bundle(data, encoding='', encoding_errors='strict')",385,393-394,Pynguin,Python,173,7,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_parser_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_parser.py,String Constraint Satisfaction Challenge,
oscpy_4284,oscpy/server.py,"ServerClass.__init__(self, *args, **kwargs)",35,36-42,Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Sequence Generation Challenge,
oscpy_4284,oscpy/server.py,"OSCThreadServer.bind(self, address, callback, sock=None, get_address=False)",130,131-132,Pynguin,Python,281,7,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Object Creation Challange,
oscpy_4284,oscpy/server.py,"OSCThreadServer._convert_part_to_regex(self, part)",170,"175, 177, 179, 181, 183, 185, 187, 189",Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Unexercised Function,
oscpy_4284,oscpy/server.py,"OSCThreadServer.unbind(self, address, callback, sock=None)",210,"211-212, 217-218, 221",Pynguin,Python,281,8,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Object Creation Challange,
oscpy_4284,oscpy/server.py,"OSCThreadServer.listen(self, address='localhost', port=0, default=False, family='inet')",242,"243, 253",Pynguin,Python,281,5,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Object Creation Challange,
oscpy_4284,oscpy/server.py,"OSCThreadServer.listen(self, address='localhost', port=0, default=False, family='inet')",260,261-264,Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Sequence Generation Challenge,
oscpy_4284,oscpy/server.py,"OSCThreadServer.close(self, sock=None)",275,276,Pynguin,Python,281,4,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,External Dependency Challenge,
oscpy_4284,oscpy/server.py,"OSCThreadServer.stop(self, s=None)",304,305,Pynguin,Python,281,1,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Sequence Generation Challenge,
oscpy_4284,oscpy/server.py,"OSCThreadServer.stop(self, s=None)",304,311,Pynguin,Python,281,1,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,External Dependency Challenge,
oscpy_4284,oscpy/server.py,OSCThreadServer._listen(self),368,"356-366, 381-410",Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,External Dependency Challenge,
oscpy_4284,oscpy/server.py,"OSCThreadServer._match_address(smart_address, target_address)",413,419-427,Pynguin,Python,281,41,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Unexercised Function,
oscpy_4284,oscpy/server.py,"OSCThreadServer.send_message(self, osc_address, values, ip_address, port, sock=None, safer=False)",442,452-453,Pynguin,Python,281,9,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Object Creation Challange,
oscpy_4284,oscpy/server.py,"OSCThreadServer.send_bundle(self, messages, ip_address, port, timetag=None, sock=None, safer=False)",468,477-478,Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Object Creation Challange,
oscpy_4284,oscpy/server.py,OSCThreadServer.get_sender(self),487,"490, 494-496",Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,External Dependency Challenge,
oscpy_4284,oscpy/server.py,"OSCThreadServer.answer(self, address=None, values=None, bundle=None, timetag=None, safer=False, port=None)",518,520-531,Pynguin,Python,281,4,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,External Dependency Challenge,
oscpy_4284,oscpy/server.py,OSCThreadServer.address.<locals>.decorator(callback),557,558-559,Pynguin,Python,281,12,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Sequence Generation Challenge,
oscpy_4284,oscpy/server.py,OSCThreadServer.address_method.<locals>.decorator(decorated),584,585-586,Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Sequence Generation Challenge,
oscpy_4284,oscpy/server.py,"OSCThreadServer._get_version(self, port, *args)",611,612-616,Pynguin,Python,281,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Unexercised Function,
oscpy_4284,oscpy/server.py,"OSCThreadServer._get_routes(self, port, *args)",618,619-623,Pynguin,Python,281,5,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Unexercised Function,
oscpy_4284,oscpy/server.py,"OSCThreadServer._get_stats_received(self, port, *args)",625,626-630,Pynguin,Python,281,5,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Unexercised Function,
oscpy_4284,oscpy/server.py,"OSCThreadServer._get_stats_sent(self, port, *args)",632,633-637,Pynguin,Python,281,5,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/oscpy_4284/htmlcov/z_3fc5b989718a0fa0_server_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/oscpy_4284/tests/test_oscpy_server.py,Unexercised Function,
aegisql-ftry,com/aegisql/util/function/ExceptionHandler.java,"ExceptionHandler#orCatch(final Class<T2> t2Class,ExceptionBlock<T2> eb)",158,"152, 155",EvoSuite,Java,84,5,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/aegisql-ftry/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/aegisql-ftry/com/aegisql/util/function/ExceptionHandler_ESTest.java,,
aegisql-ftry,com/aegisql/util/function/ExceptionHandler.java,"ExceptionHandler#orCatch(final Class<T2> t2Class,ExceptionBlock<T2> eb)",171,"171, 172",EvoSuite,Java,84,5,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/aegisql-ftry/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/aegisql-ftry/com/aegisql/util/function/ExceptionHandler_ESTest.java,Triggering Exceptions,
aegisql-ftry,com/aegisql/util/function/ExceptionHandler.java,ExceptionHandler#wrapThrowable(),191,191-192,EvoSuite,Java,84,2,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/aegisql-ftry/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/aegisql-ftry/com/aegisql/util/function/ExceptionHandler_ESTest.java,Triggering Exceptions,
aegisql-ftry,com/aegisql/util/function/ExceptionHandler.java,ExceptionHandler#wrapCommentedThrowable(),209,209-210,EvoSuite,Java,84,2,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/aegisql-ftry/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/aegisql-ftry/com/aegisql/util/function/ExceptionHandler_ESTest.java,Triggering Exceptions,
aegisql-ftry,com/aegisql/util/function/Try.java,"Try#withFinal(Closeable closeable, Closeable... more)",107,"108-111, 114",EvoSuite,Java,68,2,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/aegisql-ftry/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/aegisql-ftry/com/aegisql/util/function/Try_ESTest.java,Sequence Generation Challenge,
aegisql-ftry,com/aegisql/util/function/Try.java,Try#evaluator(Class<TH> eClass),175,175-177,EvoSuite,Java,68,5,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/aegisql-ftry/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/aegisql-ftry/com/aegisql/util/function/Try_ESTest.java,Triggering Exceptions,
aegisql-ftry,com/aegisql/util/function/Try.java,Try#wrappedEvaluator(),199,199-201,EvoSuite,Java,68,3,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/aegisql-ftry/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/aegisql-ftry/com/aegisql/util/function/Try_ESTest.java,Triggering Exceptions,
Claudenw-classpath-utils,org/xenei/classpathutils/Case.java,Case#readResolve(),93,94,EvoSuite,Java,31,3,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/Case_ESTest.java,Path Unreachable via Public API,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser#parse(String filterStr),119,121-122,EvoSuite,Java,105,1,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,Triggering Exceptions,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser#parse(String filterStr),171,"172-174, 191-193, 203-205",EvoSuite,Java,105,2,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,String Constraint Satisfaction Challenge,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,"Parser#constructWithCase(Parser.ParserInfo info, String args)",234,"235, 248",EvoSuite,Java,105,9,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,String Constraint Satisfaction Challenge,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser#parse(String filterStr),177,178-180,EvoSuite,Java,105,2,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,Triggering Exceptions,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser#parse(String filterStr),182,185,EvoSuite,Java,105,3,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,Triggering Exceptions,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser#parse(String filterStr),196,"197-201, 240-245",EvoSuite,Java,105,1,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,Triggering Exceptions,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser#parse(String filterStr),208,209,EvoSuite,Java,105,11,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,-,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser#parse(String filterStr),116,211-225,EvoSuite,Java,105,1,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,Triggering Exceptions,
Claudenw-classpath-utils,org/xenei/classpathutils/filter/parser/Parser.java,Parser.ParserInfo#parseArgs(),291,310,EvoSuite,Java,105,15,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/Claudenw-classpath-utils/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/Claudenw-classpath-utils/org/xenei/classpathutils/filter/parser/Parser_ESTest.java,Unexercised Function,
zerolog_7561,zerolog/commands/main.py,main(),26,27-29,Pynguin,Python,16,1,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/zerolog_7561/htmlcov/z_6f9a056bbc8972d3_main_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/zerolog_7561/tests/test_zerolog_commands_main.py,Unexercised Function,
zerolog_7561,zerolog/commands/receiver.py,run(args),8,8-13,Pynguin,Python,18,3,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/zerolog_7561/htmlcov/z_6f9a056bbc8972d3_receiver_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/zerolog_7561/tests/test_zerolog_commands_receiver.py,Object Creation Challange,
zerolog_7561,zerolog/commands/worker.py,"get_class(kls, directory=None)",13,14-17,Pynguin,Python,30,6,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/zerolog_7561/htmlcov/z_706a35ecfaf721e6_worker_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/zerolog_7561/tests/test_zerolog_commands_worker.py,-,
zerolog_7561,zerolog/commands/worker.py,run(args),23,24-25,Pynguin,Python,30,4,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/zerolog_7561/htmlcov/z_706a35ecfaf721e6_worker_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/zerolog_7561/tests/test_zerolog_commands_worker.py,-,
zerolog_7561,zerolog/commands/worker.py,run(args),26,27-28,Pynguin,Python,30,2,0.27.0,https://killb0x.github.io/final_coverage/python/flaky_tests/coverage/python_flaky/zerolog_7561/htmlcov/z_706a35ecfaf721e6_worker_py.html,https://github.com/killB0x/final_coverage/blob/master/python/flaky_tests/tests/python_flaky/zerolog_7561/tests/test_zerolog_commands_worker.py,-,
pyMonet,pymonet/immutable_list.py,"ImmutableList.of(cls, head: T, *elements) -> ImmutableList[T]",57,"58-59, 61-64",Pynguin,Python,64,2,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_immutable_list_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_immutable_list.py,Unexercised Function,
pyMonet,pymonet/immutable_list.py,ImmutableList.empty(cls),67,68,Pynguin,Python,64,6,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_immutable_list_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_immutable_list.py,Unexercised Function,
pyMonet,pymonet/immutable_list.py,"ImmutableList.filter(self, fn: Callable[[Optional[T]], bool]) -> ImmutableList[T]",122,124-125,Pynguin,Python,64,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_immutable_list_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_immutable_list.py,Object Creation Challange,
pyMonet,pymonet/immutable_list.py,"ImmutableList.filter(self, fn: Callable[[Optional[T]], bool]) -> ImmutableList[T]",127,"128, 130",Pynguin,Python,64,2,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_immutable_list_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_immutable_list.py,Object Creation Challange,
pyMonet,pymonet/immutable_list.py,"ImmutableList.find(self, fn: Callable[[Optional[T]], bool]) -> Optional[T]",147,"148, 150",Pynguin,Python,64,2,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_immutable_list_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_immutable_list.py,Object Creation Challange,
pyMonet,pymonet/lazy.py,"Lazy.of(cls, value: U) -> Lazy[T, U]",39,48,Pynguin,Python,46,2,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_lazy_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_lazy.py,Unexercised Function,
pyMonet,pymonet/maybe.py,"Maybe.filter(self, filterer: Callable[[T], bool]) -> Union[Maybe[T], Maybe[None]]",97,99,Pynguin,Python,61,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_maybe_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_maybe.py,Object Creation Challange,
pyMonet,pymonet/monad_try.py,"Try.filter(self, filterer)",103,104,Pynguin,Python,39,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_monad_try_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_monad_try.py,Object Creation Challange,
pyMonet,pymonet/semigroups.py,Semigroup.neutral(cls),20,21,Pynguin,Python,39,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_semigroups_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_semigroups.py,Unexercised Function,
pyMonet,pymonet/task.py,"Task.of(cls, value)",15,24,Pynguin,Python,17,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_task_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_task.py,Unexercised Function,
pyMonet,pymonet/task.py,"Task.reject(cls, value)",27,36,Pynguin,Python,17,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_task_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_task.py,Unexercised Function,
pyMonet,pymonet/task.py,"Task.map(self, fn)",48,49-52,Pynguin,Python,17,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_task_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_task.py,Sequence Generation Challenge,
pyMonet,pymonet/task.py,"Task.bind(self, fn)",66,67-70,Pynguin,Python,17,4,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_task_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_task.py,Sequence Generation Challenge,
pyMonet,pymonet/validation.py,"Validation.fail(cls, errors=[])",34,43,Pynguin,Python,41,4,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pyMonet_html/z_702ba0c5e05ed81d_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pyMonet/0/test_pymonet_validation.py,Unexercised Function,
python-string-utils,string_utils/manipulation.py,"__StringCompressor.decompress(cls, input_string: str, encoding: str = 'utf-8') -> str",204,"204, 207, 209",Pynguin,Python,201,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_manipulation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
python-string-utils,string_utils/validation.py,__ISBNChecker.is_isbn_13(self) -> bool,53,58,Pynguin,Python,152,3,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
python-string-utils,string_utils/validation.py,__ISBNChecker.is_isbn_10(self) -> bool,69,73,Pynguin,Python,152,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
python-string-utils,string_utils/validation.py,is_email(input_string: Any) -> bool,233,234,Pynguin,Python,152,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
python-string-utils,string_utils/validation.py,is_email(input_string: Any) -> bool,240,242,Pynguin,Python,152,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
python-string-utils,string_utils/validation.py,"is_credit_card(input_string: Any, card_type: str = None) -> bool",272,277,Pynguin,Python,152,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
python-string-utils,string_utils/validation.py,"is_credit_card(input_string: Any, card_type: str = None) -> bool",279,281,Pynguin,Python,152,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
python-string-utils,string_utils/validation.py,is_ip_v4(input_string: Any) -> bool,411,"411-413, 415",Pynguin,Python,152,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/python-string-utils_html/z_921b56593683bace_validation_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/python-string-utils/15/test_string_utils_validation.py,String Constraint Satisfaction Challenge,
adyliu-idcenter,com/sohu/idcenter/IdWorker.java,IdWorker#nextId(),103,104,EvoSuite,Java,50,4,1.2.0,https://killb0x.github.io/final_coverage/java/flaky_tests/coverage/adyliu-idcenter/index.html,https://github.com/killB0x/final_coverage/blob/master/java/flaky_tests/tests/adyliu-idcenter/com/sohu/idcenter/IdWorker_ESTest.java,Sequence Generation Challenge,
